category,company,location,start_date,duration,stipend,apply_by,applicants,skills_required,perks,openings,link
Social Media Marketing,Rage Coffee,"Delhi,",Immediately,3 Months,"5,000 /month",3 Feb' 23,0,"Creative Writing,English Proficiency (Spoken),Instagram Marketing,Social Media Marketing,","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,5 days a week,",10,https://internshala.com/internship/detail/social-media-marketing-part-time-job-internship-at-delhi-in-rage-coffee1674203171
Market Research,MetrixLab,"Mumbai,",Immediately,3 Months,"15,000 /month",3 Feb' 23,0,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,MS-Office,MS-PowerPoint,","Certificate,5 days a week,",6,https://internshala.com/internship/detail/market-research-internship-in-mumbai-at-metrixlab1674204095
Online Subject Tutoring (Logical Reasoning),Psittacus,"Work From Home,",Immediately,6 Months,"4,000 /month",3 Feb' 23,0,"Biology,Chemistry,English Proficiency (Spoken),English Proficiency (Written),Mathematics,MS-PowerPoint,Online Teaching,Physics,Subject Matter Expert (SME),","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",6,https://internshala.com/internship/detail/online-subject-tutoring-logical-reasoning-work-from-home-job-internship-at-psittacus1674221125
Sales &amp; Marketing,Universal Tribes,"Work From Home,",Immediately,1 Month,"1,000 /month + Incentives",3 Feb' 23,0,,"Certificate,Letter of recommendation,Flexible work hours,Job offer,",10,https://internshala.com/internship/detail/sales-marketing-work-from-home-job-internship-at-universal-tribes1674220947
Market Research,Sportrolic Tech,"Mumbai,",Immediately,2 Months,"10,000 /month",3 Feb' 23,0,"Business Analysis,English Proficiency (Spoken),English Proficiency (Written),MS-Excel,MS-Office,MS-PowerPoint,MS-Word,Research and Analytics,","Certificate,Flexible work hours,Informal dress code,Job offer,",2,https://internshala.com/internship/detail/market-research-part-time-job-internship-at-mumbai-in-sportrolic-tech1674220777
Corporate Sales,Nysh Novelties,"Mumbai,",Immediately,3 Months,"2,000 /month + Incentives",3 Feb' 23,0,"Digital Marketing,Email Marketing,English Proficiency (Spoken),English Proficiency (Written),MS-Excel,","Letter of recommendation,Informal dress code,5 days a week,",1,https://internshala.com/internship/detail/corporate-sales-part-time-job-internship-at-mumbai-in-nysh-novelties1674201177
Content Writing,AceBox Media,"Work From Home,",Immediately,6 Months,150 /Write-up,3 Feb' 23,89,"Blogging,Creative Writing,English Proficiency (Written),","Certificate,Letter of recommendation,Flexible work hours,",5,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-acebox-media1674201066
Operations,SWYTCHD,"Bangalore,",Immediately,3 Months,"10,000-12,500 /month",3 Feb' 23,0,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,","Certificate,Flexible work hours,Informal dress code,5 days a week,Free snacks & beverages,",4,https://internshala.com/internship/detail/operations-internship-in-bangalore-at-swytchd1674220360
Graphic Design,Zinnov Management Consulting,"Bangalore,",Immediately,6 Months,"15,000-25,000 /month",3 Feb' 23,0,"Adobe Creative Suite,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",1,https://internshala.com/internship/detail/graphic-design-internship-in-bangalore-at-zinnov-management-consulting1674202294
Graphic Design,HURLAD By The Eaglets,"Delhi,",Immediately,2 Months,"15,000 /month",3 Feb' 23,0,"Adobe Illustrator,Adobe Photoshop,Adobe Photoshop Lightroom CC,Video Editing,","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,5 days a week,",1,https://internshala.com/internship/detail/graphic-design-internship-in-delhi-at-hurlad-by-the-eaglets1674200729
Social Media Management,Dignifyd Digital Solutions,"South,",Immediately,3 Months,"18,000 /month",3 Feb' 23,0,"Content Writing,Social Media Marketing,","Certificate,Letter of recommendation,Informal dress code,",2,https://internshala.com/internship/detail/social-media-management-internship-in-south-at-dignifyd-digital-solutions1674219799
Game Development,LYNC,"Work From Home,",Immediately,3 Months,"5,000-8,000 /month",3 Feb' 23,28,"Blender 3D,C#,Unity 3D,Unity Engine,","Certificate,Letter of recommendation,Flexible work hours,",2,https://internshala.com/internship/detail/game-development-work-from-home-job-internship-at-lync1674220000
Artificial Neural Networks,MetaXP Private Limited,"Bangalore,",Immediately,2 Months,"8,000-15,000 /month",3 Feb' 23,0,"Computer Vision,Data Science,Deep Learning,Machine Learning,Neural Networks,Python,","Certificate,Letter of recommendation,Informal dress code,5 days a week,",4,https://internshala.com/internship/detail/artificial-neural-networks-part-time-job-internship-at-bangalore-in-metaxp-private-limited1674219954
Human Resources (HR),Booleans Staffing And Recruitment Solution Private Limited,"Work From Home,",Immediately,6 Months,"5,000 /month",3 Feb' 23,68,,"Certificate,Letter of recommendation,5 days a week,",1,https://internshala.com/internship/detail/human-resources-hr-work-from-home-job-internship-at-booleans-staffing-and-recruitment-solution-private-limited1674210920
Business Development (Sales),Franmax India,"Ahmedabad,",Immediately,6 Months,"3,000 /month + Incentives",3 Feb' 23,0,"English Proficiency (Spoken),English Proficiency (Written),","Certificate,Letter of recommendation,Free snacks & beverages,Job offer,",5,https://internshala.com/internship/detail/business-development-sales-internship-in-ahmedabad-at-franmax-india1674200605
Ruby On Rails Development,"Getboarded Technologies, LDA","Work From Home,",Immediately,3 Months,"2,500 /month",3 Feb' 23,0,"AngularJS,CSS,HTML,MySQL,Ruby on Rails,Vue Js,","Certificate,Letter of recommendation,Flexible work hours,",1,https://internshala.com/internship/detail/ruby-on-rails-development-work-from-home-job-internship-at-getboarded-technologies-lda1674200283
Business Analysis/SAP B1 Functional Consultancy,SAPDS Technologies Private Limited,"Pune,",Immediately,6 Months,"15,000 /month",3 Feb' 23,0,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,MS-Office,MS SQL Server,","Flexible work hours,5 days a week,Job offer,",5,https://internshala.com/internship/detail/business-analysis-sap-b1-functional-consultancy-internship-in-pune-at-sapds-technologies-private-limited1674219601
Ruby On Rails Development,Makerble,"Work From Home,",Immediately,6 Months,"15,000 /month",3 Feb' 23,0,"CSS,HTML,JavaScript,PostgreSQL,REST API,Ruby on Rails,SQL,","Certificate,5 days a week,",1,https://internshala.com/internship/detail/ruby-on-rails-development-work-from-home-job-internship-at-makerble1674214020
Graphic Design,Celebrare,"Work From Home,",Immediately,1 Month,"10,000-12,000 /month",3 Feb' 23,201,"Adobe Illustrator,Adobe Photoshop,","Certificate,Letter of recommendation,Flexible work hours,",10,https://internshala.com/internship/detail/graphic-design-work-from-home-job-internship-at-celebrare1674219369
Digital Marketing Outreach,Eta Solution,"Ahmedabad,",Immediately,6 Months,"7,000 /month + Incentives",3 Feb' 23,0,"Digital Marketing,","Certificate,Letter of recommendation,5 days a week,",2,https://internshala.com/internship/detail/digital-marketing-outreach-internship-in-ahmedabad-at-eta-solution1674205866
Digital Marketing,Apponix Technologies,"Bangalore,",Immediately,4 Months,"2,000-5,000 /month",3 Feb' 23,0,,"Certificate,Letter of recommendation,Informal dress code,5 days a week,",10,https://internshala.com/internship/detail/digital-marketing-internship-in-bangalore-at-apponix-technologies1674219345
Web Development,Traxive,"Work From Home,",Immediately,3 Months,"2,000-4,000 /month",3 Feb' 23,146,".NET,JavaScript,Node.js,ReactJS,WordPress,","Certificate,Letter of recommendation,Flexible work hours,",4,https://internshala.com/internship/detail/web-development-work-from-home-job-internship-at-traxive1674219318
Social Media Marketing,Jalan Media,"Work From Home,",Immediately,2 Months,"2,000-3,000 /month",3 Feb' 23,0,"Instagram Marketing,Social Media Marketing,","Certificate,Flexible work hours,",2,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-jalan-media1674200035
Business Development (Sales),Imaging Techniques,"Thane, Navi Mumbai, Mumbai,",Immediately,3 Months,"10,000 /month + Incentives",3 Feb' 23,0,"English Proficiency (Spoken),English Proficiency (Written),","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",2,https://internshala.com/internship/detail/business-development-sales-internship-in-multiple-locations-at-imaging-techniques1674195516
Content Writing,YCS Techsoft Private Limited,"Pune, Mumbai,",Immediately,2 Months,"4,000-6,000 /month",3 Feb' 23,0,"American English,British English,Content Writing,","Certificate,Letter of recommendation,Flexible work hours,Informal dress code,5 days a week,Free snacks & beverages,",1,https://internshala.com/internship/detail/content-writing-internship-in-pune-mumbai-at-ycs-techsoft-private-limited1674219198
Content Writing,The Sachdev Group,"Delhi,",Immediately,6 Months,"8,000 /month",3 Feb' 23,0,,,2,https://internshala.com/internship/detail/content-writing-internship-in-delhi-at-the-sachdev-group1674219105
Software Development Engineering (Web),GroomingTechs Solution Private Limited,"Work From Home,",Immediately,3 Months,"1,000 /month",3 Feb' 23,95,"CSS,HTML,JavaScript,jQuery,MySQL,PHP,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",1,https://internshala.com/internship/detail/software-development-engineering-web-work-from-home-job-internship-at-groomingtechs-solution-private-limited1674204942
Social Media Marketing,Focal Point Consulting,"Work From Home,",Immediately,3 Months,"3,000-5,000 /month",3 Feb' 23,44,"Instagram Marketing,Social Media Marketing,","Certificate,Letter of recommendation,Flexible work hours,",1,https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-focal-point-consulting1674219004
Graphic Design,InnoServ Group Of Companies,"Pune,",Immediately,3 Months,"5,000 /month",3 Feb' 23,0,,,3,https://internshala.com/internship/detail/graphic-design-internship-in-pune-at-innoserv-group-of-companies1674219017
Human Resources (HR),Dubdub.ai,"Work From Home,",Immediately,3 Months,"15,000-20,000 /month",3 Feb' 23,309,"English Proficiency (Spoken),English Proficiency (Written),MS-Excel,","Certificate,Letter of recommendation,Flexible work hours,5 days a week,",1,https://internshala.com/internship/detail/human-resources-hr-work-from-home-job-internship-at-dubdubai1674219006
Bubble.io Development,Focal Point Consulting,"Work From Home,",Immediately,3 Months,"3,000-5,000 /month",3 Feb' 23,41,,"Certificate,Letter of recommendation,Flexible work hours,",2,https://internshala.com/internship/detail/bubbleio-development-work-from-home-job-internship-at-focal-point-consulting1674218863
Digital Marketing Analytics,Earth Rhythm Private Limited,"Gurgaon,",Immediately,3 Months,"15,000-20,000 /month",3 Feb' 23,32,"Data Analytics,Google Analytics,Tableau,","Certificate,",1,https://internshala.com/internship/detail/digital-marketing-analytics-internship-in-gurgaon-at-earth-rhythm-private-limited1674218772
Event Assistance,Crown Outdoor Media,"Mumbai,",Immediately,6 Months,"15,000 /month",3 Feb' 23,0,"Event Management,",,2,https://internshala.com/internship/detail/event-assistance-internship-in-mumbai-at-crown-outdoor-media1674218696
Lab Research (Microbiology),Dye It Yourself,"Delhi,",Immediately,6 Months,"6,000-7,000 /month",3 Feb' 23,0,"Research and Analytics,","Certificate,",1,https://internshala.com/internship/detail/lab-research-microbiology-internship-in-delhi-at-dye-it-yourself1674215929
Business Marketing,Dasinfomedia Private Limited,"Ahmedabad,",Immediately,3 Months,"5,000 /month",3 Feb' 23,0,"English Proficiency (Spoken),MS-Excel,MS-Office,MS-Word,Project Management,","Certificate,Letter of recommendation,",2,https://internshala.com/internship/detail/business-marketing-internship-in-ahmedabad-at-dasinfomedia-private-limited1674218521
GST Reconciliation &amp; Accounting,Jinal Mehta,"Work From Home,",Immediately,2 Months,"3,500 /month",3 Feb' 23,110,"MS-Excel,Tally,","Letter of recommendation,",2,https://internshala.com/internship/detail/gst-reconciliation-accounting-work-from-home-job-internship-at-jinal-mehta1674218515
Search Engine Optimization (SEO),Rananjay Exports,"Jaipur,",Immediately,3 Months,"4,000 /month",3 Feb' 23,0,"Amazon Web Services (AWS),MS-Excel,Social Media Marketing,","Certificate,Letter of recommendation,Job offer,",11,https://internshala.com/internship/detail/search-engine-optimization-seo-internship-in-jaipur-at-rananjay-exports1674218489
Social Media Marketing,SVF Entertainment Private Limited,"Kolkata,",Immediately,3 Months,"7,000-10,000 /month",3 Feb' 23,0,"Bengali Proficiency (Spoken),Bengali Proficiency (Written),Creative Writing,English Proficiency (Spoken),English Proficiency (Written),Social Media Marketing,","Letter of recommendation,",1,https://internshala.com/internship/detail/social-media-marketing-internship-in-kolkata-at-svf-entertainment-private-limited1674195818
Business Development (Sales),The Dani Media &amp; Digitals,"Work From Home,",Immediately,3 Months,"1,500 /month",3 Feb' 23,0,"Digital Marketing,English Proficiency (Written),Sales and Marketing,","Certificate,",1,https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-the-dani-media-digitals1674195836
PPC/SEM,The Sachdev Group,"Delhi,",Immediately,6 Months,"8,000 /month",3 Feb' 23,0,,,2,https://internshala.com/internship/detail/ppc-sem-internship-in-delhi-at-the-sachdev-group1674218403
Graphic Design,Fitholic Nutrition,"Work From Home,",Immediately,6 Months,"1,000-5,000 /month",3 Feb' 23,0,"Adobe After Effects,Adobe Creative Suite,Adobe Indesign,Adobe Photoshop,Canva,","Letter of recommendation,Flexible work hours,5 days a week,Job offer,",1,https://internshala.com/internship/detail/graphic-design-work-from-home-job-internship-at-fitholic-nutrition1674218297
